STATUS,Kincaid,ARI,Coleman-Liau,FleschReadingEase,GunningFogIndex,LIX,SMOGIndex,RIX,DaleChallIndex,type_token_ratio,long_words,complex_words,complex_words_dc
wishes to develop a super power that prevents her from needing to sleep.,0.3287464253823919,-0.016700524181782868,0.13122081552398412,-0.455616671865534,-0.08573363092446011,0.1380431980106914,0.39192336915387244,0.22801449909048924,0.2415629460465702,-0.25296693879483056,0.22801449909048924,-0.032106160772916996,0.15759769544432645
"TELL ME WHAT TO DRAW, PLOX.",-2.257858911614773,-0.5463013745011075,-0.3483958051236946,2.350202685916835,-0.9729977829969174,-1.399748795541032,-0.9693380001250405,-0.9858647374004086,-0.7226805367479531,0.5885525463201324,-0.9858647374004086,-0.7246318425974752,-0.8033081112487768
"found a bunny, bunny died, buried bunny, now is drawing.",0.12762211633229717,-0.1680956000199863,0.02856928452977713,-0.32685685080201277,-0.7314389562546778,-0.6839479187471352,-0.9693380001250405,-0.581238325236776,-0.9401009125990226,-1.5993981149787724,-0.581238325236776,-0.7246318425974752,-0.8033081112487768
<3,-2.4993795764380753,-1.3248754471014934,-2.2378500217678043,2.4539448755079176,-1.274946316424717,-1.6553919658245664,-0.9693380001250405,-0.9858647374004086,2.5631430066763383,0.5885525463201324,-0.9858647374004086,-0.7246318425974752,-0.8033081112487768
is just about insane by now.,-0.3091793595361696,-0.4556889731680755,-0.25189633831944536,0.04436643254262887,-0.9729977829969174,-1.399748795541032,-0.9693380001250405,-0.9858647374004086,-0.7226805367479531,0.5885525463201324,-0.9858647374004086,-0.7246318425974752,-0.8033081112487768
wants to sleep eight hours tonight. And so she shall.,-0.7492836821030745,-0.19527932041989599,-0.0003805555114976743,0.7107694632163792,-0.7314389562546778,-0.6839479187471352,-0.9693380001250405,-0.581238325236776,-0.5382278361176288,0.5885525463201324,-0.581238325236776,-0.7246318425974752,-0.5630816595755009
"really hates hormones and emotions right now. Well, has hated them a lot recently. Goodness.",0.6127277251654243,0.1483552257819348,0.2604765894184252,-0.7188285720648712,0.7783037108843202,0.4238391524815147,1.388435853846816,0.6326409112541218,0.06072169311155434,0.5885525463201324,0.6326409112541218,1.3529452028761992,0.15759769544432645
has a watch that matches her glasses. She wishes she hadn't spazzed with glee when she saw it in the store.,-0.08991537757848087,0.04721772444461399,-0.03145724264269736,0.367458543287019,-0.006762476027958687,0.11551799559410028,-0.9693380001250405,0.22801449909048924,-0.09447148235794474,0.09129103238856348,0.22801449909048924,-0.7246318425974752,0.3978241471176022
"loved 9! Allegory, symbolism, talking ragdolls, satire, and explosions! Yes!",0.8583769483617734,0.2940276467784783,0.5207165652314478,-1.1915454458173402,0.47635517745652056,1.3611974435211411,0.9557762902437679,1.0372673234177545,1.8730106227707348,0.5885525463201324,1.0372673234177545,0.6604195210516411,0.8782770504641538
can't sit on her futon because she knows as soon as she does she'll lie down and pass out. Uncomfortable rolly desk chair it is. :(,0.27216753225978496,0.1603855771549544,-0.05233627216118322,0.12105729256546184,0.2951860573998409,0.052683142292086406,-0.9693380001250405,-0.17661191307314336,-0.2343189220137486,-0.6269755988459266,-0.17661191307314336,-0.7246318425974752,0.3978241471176022
"should spend less time writing chapters for the story she'll never finish, and try reading more books. Preferably, during the daytime, and not at 3:00 AM.",0.47512877253227076,0.36687210226322253,0.13876023490589953,-0.0826940226046757,0.35557576408540087,0.638092476147715,-0.9693380001250405,1.0372673234177545,-0.2535898585059179,-0.19285840414376199,1.0372673234177545,-0.7246318425974752,0.3978241471176022
is watching kid's cartoons and wishing she weren't so old.,-0.3847319777629463,-0.23723805657856767,-0.08225081001588429,0.3522201025409937,-0.6106595428835578,0.18523886021688224,-0.9693380001250405,0.22801449909048924,0.6926388975614826,0.5885525463201324,0.22801449909048924,-0.7246318425974752,0.3978241471176022
"has work tomorrow, and hopes they teach her how to use the cash register. :D",-0.06931011806208712,-0.12348197821716214,-0.02902181099432229,0.08821411661610105,0.37570566631392105,-0.25787596827457754,0.9557762902437679,-0.17661191307314336,-0.47510907553030407,0.5885525463201324,-0.17661191307314336,0.6604195210516411,-0.32285520790222516
"is grateful she did most of her work during her wait for a ride home this afternoon and then during the Open House. Sleeeep, she beckons.",0.4507929625179536,0.2643488666260372,0.08703865918177289,-0.12671579902250615,0.699332555987819,0.40941825569628953,0.9557762902437679,0.6326409112541218,-0.8308608194460593,-0.6737266813523133,0.6326409112541218,0.6604195210516411,-0.5630816595755009
has a really confusing internal dilemma. She also wonders if anyone can guess what it is.,0.5087912681239436,0.059416556702824745,0.14109707231797314,-0.5594335526882278,0.7632062842129302,0.3897533964437099,1.388435853846816,0.6326409112541218,-0.261548785172142,0.5885525463201324,0.6326409112541218,1.3529452028761992,-0.08262875622894936
thinks she needs to stop leaving so many pictures half-done before getting new ideas.,0.32083864819093866,0.1570371965375019,0.2935180373858178,-0.40985060247487876,-0.0585250817584387,0.4700983928185349,0.39192336915387244,0.6326409112541218,0.1437820068229931,0.5885525463201324,0.6326409112541218,-0.032106160772916996,0.15759769544432645
"has grown weary of drawing her paranoid, soldier//housewife Jynx character in comic form, and must thusly go to sleep to replenish her desire to work tirelessly on a mere audition.",1.3070180642097224,0.5492764699294697,0.24585327539294152,-0.9578263104751167,1.7055779167658212,1.1979156766948835,2.3650577611706405,2.2511465599086526,0.08985309194523276,-0.47013325753417684,2.2511465599086526,3.4305222483498734,1.1185035021374297
is seeing 9 tonight... maybe?,-0.5523514477086904,-0.33956658368905573,-0.14605550939322137,0.2956984957982657,-1.0333874896824773,-0.42830474846360067,-0.9693380001250405,-0.581238325236776,-0.6013465967049534,0.5885525463201324,-0.581238325236776,-0.7246318425974752,-0.8033081112487768
"is going to work on comics, then crash into her futon with all the love unconsciousness deserves.",0.33679431202089394,0.12825006876828873,0.1890260633302053,-0.31950381122682364,0.40175612802141736,-0.2358204790736452,0.9557762902437679,-0.17661191307314336,-0.3080240148901762,0.5885525463201324,-0.17661191307314336,0.6604195210516411,-0.08262875622894936
WEEKEND. I LOVE YOU.,-2.354467177544094,-0.49075077814248114,-0.3491672665198197,2.3916995617532675,-1.0937771963680374,-0.22379021223677303,-0.9693380001250405,-0.581238325236776,-0.41303381058172145,0.5885525463201324,-0.581238325236776,-0.7246318425974752,-0.8033081112487768
"is listening to Relient K and thinking about plants, lawyers, and internships.",0.34602285426653034,0.17051774942007755,0.351996790603237,-0.5124684924743337,0.3958355685424407,1.0373827611619972,0.9557762902437679,1.0372673234177545,1.0275331279626447,-0.32309356255441185,1.0372673234177545,0.6604195210516411,0.638050598790878
"is drawing instead of homeworking. :| This is fun, but not good.",0.10949399183973213,-0.12193941620257558,0.06023508763619964,-0.2689972346279271,-0.12205191606402763,0.2503116671981456,0.39192336915387244,0.22801449909048924,-0.9640110765253207,-0.4059704815430067,0.22801449909048924,-0.032106160772916996,-0.8033081112487768
will sleep like a champion tonight.,-0.3091793595361696,-0.13854556850246258,0.08585179549542671,0.04436643254262887,-0.9729977829969174,0.30453900634919845,-0.9693380001250405,-0.17661191307314336,-2.3937412395929942,0.5885525463201324,-0.17661191307314336,-0.7246318425974752,-1.0435345629220525
"dishes, webcomics, laziness, internal lack of disruption. Alright.",0.9444573904398224,0.44019064447013745,0.7014216270705775,-1.3662207187347388,2.1672669646521987,1.8980481011165637,1.7531847384327848,1.0372673234177545,2.14916792589685,0.5885525463201324,1.0372673234177545,2.0454708847007574,0.638050598790878
"wishes she weren't ticklish sometimes. Right now, though, is not one of those times. :)",0.12555783714577334,0.0033753836490831054,0.1060774425316265,-0.1423695087213193,-0.02689237825647859,-0.25787596827457754,0.39192336915387244,-0.17661191307314336,0.06072169311155434,0.5885525463201324,-0.17661191307314336,-0.032106160772916996,0.15759769544432645
has a magical ceiling.,0.20317473455907348,-0.28687287514315857,-0.1320434662102589,-0.6347105208003776,0.41596547077096085,1.0544256391808997,0.39192336915387244,-0.17661191307314336,-0.41303381058172145,0.5885525463201324,-0.17661191307314336,-0.032106160772916996,-0.8033081112487768
"went to bed early, slept in, and still feels like she hasn'tgotten a proper night's sleep.",-0.1355046706432885,-0.04899127376673729,-0.025702300581363937,0.27576773031032387,-0.24832130277019843,-0.5021572198788439,-0.9693380001250405,-0.581238325236776,-0.3479326910709327,0.5885525463201324,-0.581238325236776,-0.7246318425974752,-0.08262875622894936
"got taught how to use the register (<3!!!~), enjoyed (500) Days of Summer, and is looking forward to going to the beach Monday.",0.21545270815544199,0.1373191321496258,0.03664466879182934,0.04253111344641472,0.31619117276873143,0.35863161919180125,0.39192336915387244,0.6326409112541218,-0.12950066421060574,-0.8383717980052409,0.6326409112541218,-0.032106160772916996,0.3978241471176022
hates FML on principle.,-0.5275800974704031,-0.21891357414338444,-0.05966886610707198,0.2299780742149494,-1.0937771963680374,-0.22379021223677303,-0.9693380001250405,-0.581238325236776,1.5963315718252478,0.5885525463201324,-0.581238325236776,-0.7246318425974752,-0.32285520790222516
realizes traditional media hate her and has shunned her penvcils in favor of the tablet. That'll learn 'em.,0.5238985323811093,0.15314252529587577,0.16309126909347865,-0.46808286601252286,0.7655900884242025,0.3413157431268297,1.388435853846816,0.6326409112541218,0.2522247985924296,0.012776056504630458,0.6326409112541218,1.3529452028761992,0.638050598790878
"was all prepared to do her weekend homeowrk the morning it was due, but realized she left the necessary binder at school. FFFFFFFFFFFFF-",0.5331722003421708,0.35006129180109286,0.2632086343322407,-0.3334204496037277,0.8413190569909913,1.0255268460184133,1.388435853846816,1.84652014774502,0.04522676034652229,-0.3627303498967835,1.84652014774502,1.3529452028761992,0.638050598790878
"has early work blargedy-argdey-blah. Minimuuum waaaage, I looove youuu.",1.1348527407435476,0.44639499679071143,0.6975293928530883,-1.5551030501281584,-0.12083192198957199,0.4579249085193192,0.39192336915387244,0.22801449909048924,0.8780304614765294,0.5885525463201324,0.22801449909048924,-0.032106160772916996,0.15759769544432645
"Far away // This ship has taken me so far away... Goshdarnit, Muse, stop being so awesome.",0.23475820611289017,-0.04252239479683656,0.032535172163192766,-0.23517532955747983,0.008334950643431238,-0.2493545292651265,0.39192336915387244,-0.17661191307314336,-0.5127194579730134,-0.7789166169916834,-0.17661191307314336,-0.032106160772916996,-0.32285520790222516
is a little excited to see the talent show.,-0.3266569233154053,-0.33891248142890223,-0.1387993194504048,0.1742741399024961,-0.12083192198957199,-0.6782669594075011,0.39192336915387244,-0.581238325236776,-0.9080721006629995,0.5885525463201324,-0.581238325236776,-0.032106160772916996,-0.8033081112487768
"is tired. She would sleep, but there's a cat on her desk that requires supervision.",0.052069498105520876,-0.05951222004678025,0.014441522137395945,-0.019003180803648247,0.3857706174281807,-0.2493545292651265,0.9557762902437679,-0.17661191307314336,-0.5127194579730134,0.5885525463201324,-0.17661191307314336,0.6604195210516411,-0.32285520790222516
"I don't hate you.// Well, you found me. Congratulations. Was it worth it?// The only thing you've managed to break so far is my heart.// This isn't brave. It's murder.// What did I ever do to you?// You don't care, do you.// Please proceed to Andorid Hell.",1.4537468238966103,0.8212200097032336,-0.09093617305773534,-0.36685990200621366,1.9210627758572234,1.3454655561190776,0.39192336915387244,0.6326409112541218,0.1156230071178658,-1.9360059090247579,0.6326409112541218,-0.032106160772916996,1.839182857157257
"needs a stupid, fluffy book to read inbetween experiences of normalcy.",0.6409520514975334,0.1251853147056943,0.32341545164778845,-0.8978616673663469,0.9759427509461522,0.2503116671981456,1.388435853846816,0.22801449909048924,0.8626847256628333,0.5885525463201324,0.22801449909048924,1.3529452028761992,0.3978241471176022
will be up very late so she can ride with her dad to the airport to pick up her mamacita from a (as of now) 11:20 PM landing in from Illinois.,0.5052303865271895,0.21531894466515192,-0.13906520505832917,0.027323072824093714,0.7858524242200152,0.5687036156421841,0.39192336915387244,0.6326409112541218,-0.3107394240935741,-0.7789166169916834,0.6326409112541218,-0.032106160772916996,0.3978241471176022
"IS IN COMPLETE LOVE WITH THE BLACKBERRY HER MOM JUST SURPRISED HER WITH. AND YES. SHE IS SO EXCITED, THAT CAPS ARE COMPLETELY NECESSARY. <3 <3 <3 <3 <3<3",-1.098559720462926,0.2821960911904073,-0.009413333075022528,1.8522401758796394,0.47635517745652056,0.849911102954072,-0.9693380001250405,1.441893735581387,0.5179933591944577,-2.3287150020784084,1.441893735581387,-0.7246318425974752,1.839182857157257
"is looking forward to early January. Not the birthday per se, but the potential to meet a good friend. :)",0.21621228731606676,0.08160641898032393,0.08690747951117676,-0.10400345758501661,0.12990896541830851,0.6104138171094973,0.39192336915387244,1.0372673234177545,-0.38231163795713985,-0.5630004333108704,1.0372673234177545,-0.032106160772916996,-0.08262875622894936
needs to stop listening to her normal playlist if she wants to stop waking up feeling like she's missed something big.,0.37511042462209543,0.1954925629895758,0.1264509757642559,-0.18279783535909816,0.5422348574771315,0.3479208776700408,0.9557762902437679,0.6326409112541218,0.4535372582985012,-1.4004935094061446,0.6326409112541218,0.6604195210516411,1.1185035021374297
spews toxic gas into your personal air bubble. It's super effective!,0.10243791025670508,-0.03336015357924505,0.13487299029367647,-0.2242389608025582,0.3958355685424407,-0.2408330902556753,0.9557762902437679,-0.17661191307314336,0.6926388975614826,0.5885525463201324,-0.17661191307314336,0.6604195210516411,0.3978241471176022
"has a comfortably comfy and mildly oversized cotton jacket from Wal*Mart. Yay, it's so soft. <3 <3 <3",0.31836151316710953,-0.01543967548121535,-0.043342438735734595,-0.18846579197804675,0.47635517745652056,-0.17266157818006614,0.9557762902437679,-0.17661191307314336,0.9945654527418992,-0.50542278432932,-0.17661191307314336,0.6604195210516411,1.5989564054839813
"thinks Oviedo play was awesome (as it should be. Sleep, though-- she beckons sweetly with the promise of dreams and pillow-related comfort. Night all.",0.5602950338277158,0.42619477993302857,0.316195221249706,-0.32910544998526775,0.6172644930561602,0.7987824688973651,0.9557762902437679,1.441893735581387,0.006888346968158084,0.5885525463201324,1.441893735581387,0.6604195210516411,0.638050598790878
"just made a nucketful of cookies and a bunch of baked fries. :) Yes, I am awesome.",0.14341385210920507,-0.12747152104655438,-0.057933077965790794,-0.12708925518056405,0.3857706174281807,0.07019943358929169,0.9557762902437679,0.22801449909048924,-0.261548785172142,-0.7789166169916834,0.22801449909048924,0.6604195210516411,-0.08262875622894936
"has made more cookies, as well as a bunch of croissants for breakfast and piggies in various blankets for tomorrow afternoon. Despite the late//early hour, this is only further awesomeness.",1.2598725911755628,0.6194280064453654,0.3205625400155862,-0.9020399495063861,1.3159669058912409,1.6927089095017247,1.7531847384327848,3.4650257963995506,-0.2990563369077293,-0.11723798958274084,3.4650257963995506,2.0454708847007574,0.3978241471176022
has a fair idea of how to manage the 2.5 kids cliche... She just needs a very strong gentleman named *PROPNAME* and thriteen wet napkins.,0.3383691422057264,0.23298303539537232,0.05363499759568665,0.0063132155952365316,0.4670644533510498,0.40941825569628953,0.39192336915387244,0.6326409112541218,0.40567172357361436,0.16779280376265093,0.6326409112541218,-0.032106160772916996,1.3587299538107054
saw Up. Also saw two Chuck Norris movies. FFFFFFFFFFFF- WEIRDEST MIX EVER.,-0.8719018657825969,0.05725224775378747,0.23137245709792556,0.928679165884545,-0.6106595428835578,-0.2408330902556753,-0.9693380001250405,-0.17661191307314336,0.022850436759159185,-0.32309356255441185,-0.17661191307314336,-0.7246318425974752,-0.08262875622894936
"has an Autobot lunchbox, and can therefore die happy now. :) In other news, she has also spent the last three hours on an off reading a webcomic that started in 1999.",0.7884178608339654,0.4002044548331901,0.08709608806982204,-0.34417633981907786,0.9263558950166608,0.8680535214903231,0.9557762902437679,1.441893735581387,-0.1694198606234086,-0.11723798958274084,1.441893735581387,0.6604195210516411,0.638050598790878
", in the post office, with the long-overdue copy of Photoshop for a friend. I win at the game of Clue.",0.09913506355826669,0.011744044918694343,-0.014392598694459796,0.0709407865265514,0.17440664402872097,-0.17266157818006614,0.39192336915387244,-0.17661191307314336,-0.6129268531836763,-1.0524104496540467,-0.17661191307314336,-0.032106160772916996,-0.32285520790222516
Clakclakclak rawrrrrr mel haxxxxxx RWRRRRRRRR LOLZLOLZLOLZLOLZ IM SO HOOD PUNK STOOPID YO,-1.2372792817973353,0.4876611540856905,0.6897449244181094,1.3610234633922087,-0.6106595428835578,1.4634547116345549,-0.9693380001250405,1.441893735581387,2.032215819166129,0.5885525463201324,1.441893735581387,-0.7246318425974752,1.3587299538107054
We are not who you think we are. We are Golden.,-0.8205576125614196,-0.4432015663833265,-0.28189938557886557,0.8315155226643078,-0.6710492495691178,-1.1441056252574975,-0.9693380001250405,-0.9858647374004086,-2.3937412395929942,-2.3950165372692838,-0.9858647374004086,-0.7246318425974752,-1.0435345629220525
I am a lumberjack with a Castro Hat.,-0.33436356561176167,-0.44328026852692776,-0.23944817427085183,0.1469843225420834,-0.0973470360562985,-0.6583836017187817,0.39192336915387244,-0.581238325236776,-0.3625388021118616,-0.7789166169916834,-0.581238325236776,-0.032106160772916996,-0.5630816595755009
The day you wake up and realize you've just slept twelve hours and still want to sleep some more is the day you need to get back on a regular sleeping schedule.,0.596438685766308,0.3728871946670409,-0.0006126011329588756,-0.04419306669540148,0.8405234086815639,0.6004653428592294,0.39192336915387244,0.6326409112541218,-0.32094936950346115,-1.0689858334517652,0.6326409112541218,-0.032106160772916996,0.3978241471176022
actually doesn't mind coloring with markers as much as she thought. Yay for coloring vividly creepy villainesses! :D,0.6008200936473704,0.2819075166638688,0.30022209034162234,-0.5591027181193998,1.4012712114300958,1.1486099650748336,2.074534956727052,1.84652014774502,1.098273380658522,-0.5630004333108704,1.84652014774502,2.7379965665253154,1.5989564054839813
thinks maybe singing along with the radio during most of the eight-hour ride home didn't help her throat//cough//chestcold thingvery much.,0.4060844034674795,0.37369930954014474,0.28838240828117506,-0.1830398243836706,0.5787551148798613,0.35863161919180125,0.9557762902437679,0.6326409112541218,0.04522676034652229,0.11291109821167507,0.6326409112541218,0.6604195210516411,0.638050598790878
drove to a gas station. Number of times sent into a panic behind the wheel: 6. I hate 40 mph zones. D;,0.10938139479319456,-0.051632167918694086,-0.13672938824733274,0.13163438101011166,-0.006762476027958687,-0.3492877685577808,-0.9693380001250405,-0.581238325236776,0.08819809786087042,0.09129103238856348,-0.581238325236776,-0.7246318425974752,0.638050598790878
"A Great New Year to everybody. :) <3 Make the best of everything you see, and never let the bad stuff keep you down for long!",0.3552708250221579,0.1179740996279804,-0.0403548793640722,-0.050095174964837404,0.6575242975132004,-0.019275676009945404,0.9557762902437679,-0.17661191307314336,-2.3937412395929942,-0.2866277181994293,-0.17661191307314336,0.6604195210516411,-0.8033081112487768
"has 48 hours to do pretty much all her break work, clean her room, do the dishes, rearrange the furniture in her room, and practive drop spins maybe a dozen more times. XD Why not, right?",0.8151647040572058,0.5081980412243344,0.0549710755542186,-0.19378066277483136,1.0064426028075468,0.5601821766327331,0.39192336915387244,0.22801449909048924,-0.12070515295656402,-0.9308576351374401,0.22801449909048924,-0.032106160772916996,0.8782770504641538
is open to requests.,-0.16220268145566463,-0.42279147714270704,-0.27679266641663275,-0.2023662232927141,-1.0937771963680374,-0.22379021223677303,-0.9693380001250405,-0.581238325236776,-0.41303381058172145,0.5885525463201324,-0.581238325236776,-0.7246318425974752,-0.8033081112487768
is frankly at a loss as far as her current internal project.,0.10243791025670508,-0.1919318559120515,-0.03400107661375991,-0.2242389608025582,-0.10741198717055873,0.6113108106894399,0.39192336915387244,0.6326409112541218,0.022850436759159185,-0.32309356255441185,0.6326409112541218,-0.032106160772916996,-0.08262875622894936
is gonna stay awake all night. Then I should be able to just pass out at 9 PM tomorrow (today).,0.026059580355319068,-0.06980711628103474,-0.1012421188182842,0.1574096460280839,0.17440664402872097,-0.42830474846360067,0.39192336915387244,-0.581238325236776,-0.6129268531836763,0.5885525463201324,-0.581238325236776,-0.032106160772916996,-0.32285520790222516
can't sleep. Remedies?,-0.5275800974704031,-0.3548321761429329,-0.2044180663134458,0.2299780742149494,-1.0937771963680374,-0.22379021223677303,-0.9693380001250405,-0.581238325236776,0.5916488806217634,0.5885525463201324,-0.581238325236776,-0.7246318425974752,-0.5630816595755009
Why are the people I want to talk to never online when I am?,-0.5143097312713206,-0.32838638203231413,-0.22344339192265994,0.5783649346854953,-0.48988012951243803,-0.9907197230873767,-0.9693380001250405,-0.9858647374004086,-1.0044267831238467,-0.9742693546076576,-0.9858647374004086,-0.7246318425974752,-0.8033081112487768
"needs to stop stressing over her personal stuff. Homework beckons with a bejeweled, smirking claw, and I must answer, tethered by iron to the responsibilities of real life.",1.2058836045617474,0.5416245905483563,0.32486634945695153,-0.947382617620003,1.2182858595933996,1.1858992696124315,1.7531847384327848,2.2511465599086526,0.17698843772414694,0.19784707108818522,2.2511465599086526,2.0454708847007574,1.1185035021374297
is in love with her hair today. <3,-0.6997409816264998,-0.545219220026589,-0.3480100744256322,0.5793286200497472,-0.8522183696257976,-1.2974915274276182,-0.9693380001250405,-0.9858647374004086,-0.8648801477136041,0.5885525463201324,-0.9858647374004086,-0.7246318425974752,-0.8033081112487768
